torna;datum;burkolat;eredmeny;gyoztes neve;gyoztes magassaga;gyoztes nemzetisege;gyoztes eletkora;vesztes neve;vesztes magassaga;vesztes nemzetisege;vesztes eletkora
Tokyo;2015-09-14;Kemény;6-4 6-4;Zarina Diyas;;KAZ;21,91;Kiki Bertens;182;NED;23,76
Tokyo;2015-09-14;Kemény;6-1 3-6 6-4;Kateryna Bondarenko;175;UKR;29,10;Jarmila Gajdosova;174;AUS;28,39
Tokyo;2015-09-14;Kemény;7-5 6-3;Yanina Wickmayer;182;BEL;25,90;Johanna Larsson;174;SWE;27,07
Tokyo;2015-09-14;Kemény;6-1 6-2;Madison Brengle;;USA;25,45;Nao Hibino;;JPN;20,79
Tokyo;2015-09-14;Kemény;7-6(5) 6-3;Ajla Tomljanovic;;CRO;22,35;Kimiko Date Krumm;163;JPN;44,96
Tokyo;2015-09-14;Kemény;6-1 7-5;Christina Mchale;170;USA;23,34;Risa Ozaki;;JPN;21,43
Tokyo;2015-09-14;Kemény;6-4 6-2;Saisai Zheng;;CHN;21,60;Irina Falconi;;USA;25,36
Tokyo;2015-09-14;Kemény;6-2 6-4;Su Wei Hsieh;169;TPE;29,69;Kurumi Nara;;JPN;23,71
Tokyo;2015-09-14;Kemény;6-2 7-5;Magda Linette;;POL;23,59;Zarina Diyas;;KAZ;21,91
Tokyo;2015-09-14;Kemény;3-6 6-3 6-4;Yanina Wickmayer;182;BEL;25,90;Kateryna Bondarenko;175;UKR;29,10
Tokyo;2015-09-14;Kemény;1-6 6-3 6-4;Ajla Tomljanovic;;CRO;22,35;Madison Brengle;;USA;25,45
Tokyo;2015-09-14;Kemény;2-6 6-3 6-3;Christina Mchale;170;USA;23,34;Saisai Zheng;;CHN;21,60
Tokyo;2015-09-14;Kemény;6-3 6-3;Magda Linette;;POL;23,59;Su Wei Hsieh;169;TPE;29,69
Tokyo;2015-09-14;Kemény;7-5 6-2;Yanina Wickmayer;182;BEL;25,90;Ajla Tomljanovic;;CRO;22,35
Tokyo;2015-09-14;Kemény;3-6 6-4 6-3;Magda Linette;;POL;23,59;Christina Mchale;170;USA;23,34
Tokyo;2015-09-14;Kemény;4-6 6-3 6-3;Yanina Wickmayer;182;BEL;25,90;Magda Linette;;POL;23,59
Quebec City;2015-09-14;Kemény;6-2 6-4;Anna Tatishvili;171;GEO;25,61;Nadiya Kichenok;;UKR;23,15
Quebec City;2015-09-14;Kemény;7-5 4-6 6-1;Louisa Chirico;;USA;19,33;Julia Boserup;;USA;24,01
Quebec City;2015-09-14;Kemény;6-3 7-6(7);Naomi Broady;;GBR;25,54;Alla Kudryavtseva;;RUS;27,86
Quebec City;2015-09-14;Kemény;1-6 6-4 6-1;Alexa Glatch;;USA;26,01;Tatjana Maria;;GER;28,10
Quebec City;2015-09-14;Kemény;7-6(6) 4-6 6-4;Jelena Ostapenko;;LAT;18,27;Mona Barthel;185;GER;25,18
Quebec City;2015-09-14;Kemény;1-6 7-6(2) 7-6(4);Jessica Pegula;;USA;21,55;Nicole Gibbs;;USA;22,53
Quebec City;2015-09-14;Kemény;6-3 7-5;Sesil Karatantcheva;171;KAZ;26,10;Barbora Krejcikova;;CZE;19,74
Quebec City;2015-09-14;Kemény;6-4 6-3;Paula Kania;;POL;22,85;An Sophie Mestach;;BEL;21,52
Quebec City;2015-09-14;Kemény;6-0 6-1;Annika Beck;170;GER;21,57;Sharon Fichman;;CAN;24,78
Quebec City;2015-09-14;Kemény;7-6(8) 6-0;Andrea Hlavackova;174;CZE;29,10;Shelby Rogers;;USA;22,92
Quebec City;2015-09-14;Kemény;6-3 6-2;Amandine Hesse;;FRA;22,66;Maria Irigoyen;;ARG;28,22
Quebec City;2015-09-14;Kemény;6-2 6-4;Lucie Hradecka;177;CZE;30,32;Donna Vekic;;CRO;19,21
Quebec City;2015-09-14;Kemény;6-2 6-2;Evgeniya Rodina;;RUS;26,61;Sachia Vickery;;USA;20,34
Quebec City;2015-09-14;Kemény;6-2 6-1;Samantha Crawford;;USA;20,57;Mandy Minella;;LUX;29,81
Quebec City;2015-09-14;Kemény;6-1 6-1;Tamira Paszek;165;AUT;24,77;Kateryna Kozlova;;UKR;21,56
Quebec City;2015-09-14;Kemény;6-3 3-1 RET;Mirjana Lucic;;CRO;33,52;Francoise Abanda;;CAN;18,60
Quebec City;2015-09-14;Kemény;6-2 3-6 6-4;Anna Tatishvili;171;GEO;25,61;Louisa Chirico;;USA;19,33
Quebec City;2015-09-14;Kemény;6-4 6-2;Naomi Broady;;GBR;25,54;Alexa Glatch;;USA;26,01
Quebec City;2015-09-14;Kemény;3-6 6-2 7-6(3);Jelena Ostapenko;;LAT;18,27;Jessica Pegula;;USA;21,55
Quebec City;2015-09-14;Kemény;6-3 6-3;Paula Kania;;POL;22,85;Sesil Karatantcheva;171;KAZ;26,10
Quebec City;2015-09-14;Kemény;6-4 6-4;Annika Beck;170;GER;21,57;Andrea Hlavackova;174;CZE;29,10
Quebec City;2015-09-14;Kemény;1-6 6-3 6-4;Lucie Hradecka;177;CZE;30,32;Amandine Hesse;;FRA;22,66
Quebec City;2015-09-14;Kemény;6-3 6-3;Samantha Crawford;;USA;20,57;Evgeniya Rodina;;RUS;26,61
Quebec City;2015-09-14;Kemény;6-3 6-3;Mirjana Lucic;;CRO;33,52;Tamira Paszek;165;AUT;24,77
Quebec City;2015-09-14;Kemény;3-6 7-5 6-3;Naomi Broady;;GBR;25,54;Anna Tatishvili;171;GEO;25,61
Quebec City;2015-09-14;Kemény;6-0 6-1;Jelena Ostapenko;;LAT;18,27;Paula Kania;;POL;22,85
Quebec City;2015-09-14;Kemény;6-0 6-3;Annika Beck;170;GER;21,57;Lucie Hradecka;177;CZE;30,32
Quebec City;2015-09-14;Kemény;4-6 6-4 6-1;Mirjana Lucic;;CRO;33,52;Samantha Crawford;;USA;20,57
Quebec City;2015-09-14;Kemény;6-4 6-2;Jelena Ostapenko;;LAT;18,27;Naomi Broady;;GBR;25,54
Quebec City;2015-09-14;Kemény;6-2 2-6 6-4;Annika Beck;170;GER;21,57;Mirjana Lucic;;CRO;33,52
Quebec City;2015-09-14;Kemény;6-2 6-2;Annika Beck;170;GER;21,57;Jelena Ostapenko;;LAT;18,27
Guangzhou;2015-09-21;Kemény;6-4 6-2;Simona Halep;168;ROU;23,98;Petra Martic;181;CRO;24,67
Guangzhou;2015-09-21;Kemény;6-3 6-0;Timea Babos;179;HUN;22,37;Zhaoxuan Yang;;CHN;20,61
Guangzhou;2015-09-21;Kemény;6-3 7-6(3);Denisa Allertova;;CZE;22,54;Anna Lena Friedsam;;GER;21,63
Guangzhou;2015-09-21;Kemény;6-4 6-2;Bojana Jovanovski;175;SRB;23,72;Danka Kovinic;;MNE;20,84
Guangzhou;2015-09-21;Kemény;6-3 3-6 6-2;Sara Errani;164;ITA;28,40;Ying Ying Duan;;CHN;26,30
Guangzhou;2015-09-21;Kemény;6-3 6-3;Kai Lin Zhang;;CHN;25,65;Ons Jabeur;;TUN;21,07
Guangzhou;2015-09-21;Kemény;6-1 6-3;Anett Kontaveit;;EST;19,74;Su Wei Hsieh;169;TPE;29,71
Guangzhou;2015-09-21;Kemény;6-2 6-1;Saisai Zheng;;CHN;21,62;Aleksandra Krunic;;SRB;22,52
Guangzhou;2015-09-21;Kemény;6-4 7-5;Svetlana Kuznetsova;174;RUS;30,23;Daniela Hantuchova;181;SVK;32,41
Guangzhou;2015-09-21;Kemény;6-3 6-2;Urszula Radwanska;177;POL;24,79;Qiang Wang;;CHN;23,69
Guangzhou;2015-09-21;Kemény;6-4 6-4;Francesca Schiavone;166;ITA;35,24;Shuai Zhang;;CHN;26,66
Guangzhou;2015-09-21;Kemény;7-6(3) 6-3;Jelena Jankovic;177;SRB;30,56;Elena Vesnina;176;RUS;29,14
Guangzhou;2015-09-21;Kemény;7-6(5) 1-6 6-3;Monica Niculescu;168;ROU;27,99;Yulia Putintseva;;KAZ;20,70
Guangzhou;2015-09-21;Kemény;6-3 3-6 6-4;Rebecca Peterson;;SWE;20,13;Yafan Wang;;CHN;21,39
Guangzhou;2015-09-21;Kemény;6-4 6-4;Yanina Wickmayer;182;BEL;25,92;Magda Linette;;POL;23,61
Guangzhou;2015-09-21;Kemény;6-1 6-4;Monica Puig;;PUR;21,98;Andrea Petkovic;180;GER;28,03
Guangzhou;2015-09-21;Kemény;6-4 6-0;Simona Halep;168;ROU;23,98;Timea Babos;179;HUN;22,37
Guangzhou;2015-09-21;Kemény;6-3 7-6(5);Denisa Allertova;;CZE;22,54;Bojana Jovanovski;175;SRB;23,72
Guangzhou;2015-09-21;Kemény;6-7(6) 6-4 6-2;Sara Errani;164;ITA;28,40;Kai Lin Zhang;;CHN;25,65
Guangzhou;2015-09-21;Kemény;6-1 7-6(11);Saisai Zheng;;CHN;21,62;Anett Kontaveit;;EST;19,74
Guangzhou;2015-09-21;Kemény;6-0 6-1;Svetlana Kuznetsova;174;RUS;30,23;Urszula Radwanska;177;POL;24,79
Guangzhou;2015-09-21;Kemény;7-5 4-6 6-4;Jelena Jankovic;177;SRB;30,56;Francesca Schiavone;166;ITA;35,24
Guangzhou;2015-09-21;Kemény;6-3 6-2;Monica Niculescu;168;ROU;27,99;Rebecca Peterson;;SWE;20,13
Guangzhou;2015-09-21;Kemény;6-3 6-4;Yanina Wickmayer;182;BEL;25,92;Monica Puig;;PUR;21,98
Guangzhou;2015-09-21;Kemény;6-4 6-3;Denisa Allertova;;CZE;22,54;Simona Halep;168;ROU;23,98
Guangzhou;2015-09-21;Kemény;6-1 6-0;Sara Errani;164;ITA;28,40;Saisai Zheng;;CHN;21,62
Guangzhou;2015-09-21;Kemény;6-2 7-5;Jelena Jankovic;177;SRB;30,56;Svetlana Kuznetsova;174;RUS;30,23
Guangzhou;2015-09-21;Kemény;6-2 6-2;Yanina Wickmayer;182;BEL;25,92;Monica Niculescu;168;ROU;27,99
Guangzhou;2015-09-21;Kemény;7-5 6-2;Denisa Allertova;;CZE;22,54;Sara Errani;164;ITA;28,40
Guangzhou;2015-09-21;Kemény;6-3 2-6 7-5;Jelena Jankovic;177;SRB;30,56;Yanina Wickmayer;182;BEL;25,92
Guangzhou;2015-09-21;Kemény;6-2 6-0;Jelena Jankovic;177;SRB;30,56;Denisa Allertova;;CZE;22,54
Seoul;2015-09-21;Kemény;6-2 6-4;Irina Camelia Begu;181;ROU;25,07;Kateryna Kozlova;;UKR;21,58
Seoul;2015-09-21;Kemény;6-1 6-3;Polona Hercog;182;SLO;24,67;Lauren Davis;157;USA;21,95
Seoul;2015-09-21;Kemény;6-4 6-2;Johanna Larsson;174;SWE;27,09;Nicole Melichar;;USA;22,15
Seoul;2015-09-21;Kemény;6-1 6-4;Julia Goerges;180;GER;26,88;Lara Arruabarrena;166;ESP;23,50
Seoul;2015-09-21;Kemény;6-2 6-3;Varvara Lepchenko;180;USA;29,34;Paula Badosa;;ESP;17,85
Seoul;2015-09-21;Kemény;6-4 3-6 6-3;Elizaveta Kulichkova;;RUS;19,44;Heather Watson;170;GBR;23,34
Seoul;2015-09-21;Kemény;6-3 2-6 6-0;Katerina Siniakova;;CZE;19,36;Irina Falconi;;USA;25,38
Seoul;2015-09-21;Kemény;3-6 6-1 7-6(2);Alison Van Uytvanck;;BEL;21,49;Cristina Andreea Mitu;;ROU;24,00
Seoul;2015-09-21;Kemény;6-3 6-2;Aliaksandra Sasnovich;;BLR;21,50;Alexandra Dulgheru;;ROU;26,31
Seoul;2015-09-21;Kemény;6-1 2-1 RET;Magdalena Rybarikova;180;SVK;26,96;Klara Koukalova;166;CZE;33,57
Seoul;2015-09-21;Kemény;6-1 6-2;Kimiko Date Krumm;163;JPN;44,98;Ajla Tomljanovic;;CRO;22,37
Seoul;2015-09-21;Kemény;6-1 6-1;Sloane Stephens;170;USA;22,51;Na Lae Han;;KOR;23,21
Seoul;2015-09-21;Kemény;6-0 7-6(2);Mona Barthel;185;GER;25,20;Su Jeong Jang;;KOR;20,53
Seoul;2015-09-21;Kemény;3-6 7-6(5) 6-2;Mariana Duque Marino;;COL;26,11;Kiki Bertens;182;NED;23,78
Seoul;2015-09-21;Kemény;6-4 1-2 RET;Christina Mchale;170;USA;23,36;Yaroslava Shvedova;180;KAZ;28,02
Seoul;2015-09-21;Kemény;3-6 6-3 6-4;Anna Karolina Schmiedlova;;SVK;21,02;Kristyna Pliskova;;CZE;23,50
Seoul;2015-09-21;Kemény;6-2 6-7(6) 6-2;Irina Camelia Begu;181;ROU;25,07;Polona Hercog;182;SLO;24,67
Seoul;2015-09-21;Kemény;7-5 6-4;Johanna Larsson;174;SWE;27,09;Julia Goerges;180;GER;26,88
Seoul;2015-09-21;Kemény;6-0 6-2;Elizaveta Kulichkova;;RUS;19,44;Varvara Lepchenko;180;USA;29,34
Seoul;2015-09-21;Kemény;6-3 1-6 7-6(3);Alison Van Uytvanck;;BEL;21,49;Katerina Siniakova;;CZE;19,36
Seoul;2015-09-21;Kemény;6-3 6-3;Aliaksandra Sasnovich;;BLR;21,50;Magdalena Rybarikova;180;SVK;26,96
Seoul;2015-09-21;Kemény;6-3 6-4;Sloane Stephens;170;USA;22,51;Kimiko Date Krumm;163;JPN;44,98
Seoul;2015-09-21;Kemény;6-2 6-1;Mona Barthel;185;GER;25,20;Mariana Duque Marino;;COL;26,11
Seoul;2015-09-21;Kemény;6-2 4-6 6-3;Anna Karolina Schmiedlova;;SVK;21,02;Christina Mchale;170;USA;23,36
Seoul;2015-09-21;Kemény;6-4 7-5;Irina Camelia Begu;181;ROU;25,07;Johanna Larsson;174;SWE;27,09
Seoul;2015-09-21;Kemény;6-1 4-6 6-2;Alison Van Uytvanck;;BEL;21,49;Elizaveta Kulichkova;;RUS;19,44
Seoul;2015-09-21;Kemény;6-3 6-2;Aliaksandra Sasnovich;;BLR;21,50;Sloane Stephens;170;USA;22,51
Seoul;2015-09-21;Kemény;6-4 3-6 6-1;Anna Karolina Schmiedlova;;SVK;21,02;Mona Barthel;185;GER;25,20
Seoul;2015-09-21;Kemény;6-0 6-2;Irina Camelia Begu;181;ROU;25,07;Alison Van Uytvanck;;BEL;21,49
Seoul;2015-09-21;Kemény;3-6 6-3 6-3;Aliaksandra Sasnovich;;BLR;21,50;Anna Karolina Schmiedlova;;SVK;21,02
Seoul;2015-09-21;Kemény;6-3 6-1;Irina Camelia Begu;181;ROU;25,07;Aliaksandra Sasnovich;;BLR;21,50
Tokyo;2015-09-21;Kemény;6-0 3-6 6-3;Ana Konjuh;;CRO;17,73;Kristina Mladenovic;184;FRA;22,35
Tokyo;2015-09-21;Kemény;6-2 6-2;Madison Brengle;;USA;25,47;Zarina Diyas;;KAZ;21,92
Tokyo;2015-09-21;Kemény;6-2 6-2;Angelique Kerber;173;GER;27,67;Daria Gavrilova;;RUS;21,55
Tokyo;2015-09-21;Kemény;7-5 6-2;Barbora Zahlavova Strycova;164;CZE;29,48;Naomi Osaka;;JPN;17,93
Tokyo;2015-09-21;Kemény;4-6 6-1 6-3;Samantha Stosur;172;AUS;31,48;Alison Riske;;USA;25,22
Tokyo;2015-09-21;Kemény;6-0 6-0;Belinda Bencic;;SUI;18,53;Yi Fan Xu;;CHN;27,12
Tokyo;2015-09-21;Kemény;6-3 6-3;Agnieszka Radwanska;170;POL;26,54;Coco Vandeweghe;185;USA;23,79
Tokyo;2015-09-21;Kemény;6-2 6-0;Elina Svitolina;174;UKR;21,02;Olga Savchuk;175;UKR;28,00
Tokyo;2015-09-21;Kemény;7-6(1) 6-2;Kurumi Nara;;JPN;23,73;Misaki Doi;159;JPN;24,40
Tokyo;2015-09-21;Kemény;7-6(3) 6-2;Carla Suarez Navarro;162;ESP;27,05;Kateryna Bondarenko;175;UKR;29,12
Tokyo;2015-09-21;Kemény;6-4 1-0 RET;Dominika Cibulkova;161;SVK;26,38;Mirjana Lucic;;CRO;33,54
Tokyo;2015-09-21;Kemény;4-6 7-6(3) 6-3;Camila Giorgi;168;ITA;23,73;Caroline Garcia;;FRA;21,93
Tokyo;2015-09-21;Kemény;6-2 6-2;Caroline Wozniacki;177;DEN;25,20;Ana Konjuh;;CRO;17,73
Tokyo;2015-09-21;Kemény;5-7 6-1 6-0;Angelique Kerber;173;GER;27,67;Madison Brengle;;USA;25,47
Tokyo;2015-09-21;Kemény;6-3 6-4;Garbine Muguruza;182;ESP;21,95;Barbora Zahlavova Strycova;164;CZE;29,48
Tokyo;2015-09-21;Kemény;6-7(5) 6-3 6-4;Belinda Bencic;;SUI;18,53;Samantha Stosur;172;AUS;31,48
Tokyo;2015-09-21;Kemény;6-4 6-1;Agnieszka Radwanska;170;POL;26,54;Elina Svitolina;174;UKR;21,02
Tokyo;2015-09-21;Kemény;6-2 6-4;Karolina Pliskova;184;CZE;23,50;Kurumi Nara;;JPN;23,73
Tokyo;2015-09-21;Kemény;6-4 6-4;Dominika Cibulkova;161;SVK;26,38;Carla Suarez Navarro;162;ESP;27,05
Tokyo;2015-09-21;Kemény;7-5 6-2;Ana Ivanovic;183;SRB;27,87;Camila Giorgi;168;ITA;23,73
Tokyo;2015-09-21;Kemény;6-2 2-6 6-3;Caroline Wozniacki;177;DEN;25,20;Angelique Kerber;173;GER;27,67
Tokyo;2015-09-21;Kemény;7-6(1) 6-1;Belinda Bencic;;SUI;18,53;Garbine Muguruza;182;ESP;21,95
Tokyo;2015-09-21;Kemény;7-5 6-2;Agnieszka Radwanska;170;POL;26,54;Karolina Pliskova;184;CZE;23,50
Tokyo;2015-09-21;Kemény;7-6(5) 6-3;Dominika Cibulkova;161;SVK;26,38;Ana Ivanovic;183;SRB;27,87
Tokyo;2015-09-21;Kemény;6-2 6-4;Belinda Bencic;;SUI;18,53;Caroline Wozniacki;177;DEN;25,20
Tokyo;2015-09-21;Kemény;6-4 6-1;Agnieszka Radwanska;170;POL;26,54;Dominika Cibulkova;161;SVK;26,38
Tokyo;2015-09-21;Kemény;6-2 6-2;Agnieszka Radwanska;170;POL;26,54;Belinda Bencic;;SUI;18,53
Wuhan;2015-09-28;Kemény;6-0 6-1;Anastasia Pavlyuchenkova;177;RUS;24,24;Svetlana Kuznetsova;174;RUS;30,25
Wuhan;2015-09-28;Kemény;6-2 7-6(4);Victoria Azarenka;180;BLR;26,16;Lauren Davis;157;USA;21,97
Wuhan;2015-09-28;Kemény;6-4 7-5;Johanna Konta;;GBR;24,37;Andrea Petkovic;180;GER;28,05
Wuhan;2015-09-28;Kemény;6-1 7-6(4);Venus Williams;185;USA;35,28;Agnieszka Radwanska;170;POL;26,56
Wuhan;2015-09-28;Kemény;6-3 6-3;Julia Goerges;180;GER;26,90;Alize Cornet;173;FRA;25,68
Wuhan;2015-09-28;Kemény;6-1 6-1;Monica Niculescu;168;ROU;28,01;Fangzhou Liu;;CHN;19,79
Wuhan;2015-09-28;Kemény;6-2 7-6(7);Daria Gavrilova;;RUS;21,57;Teliana Pereira;;BRA;27,19
Wuhan;2015-09-28;Kemény;7-6(5) 7-6(5);Irina Camelia Begu;181;ROU;25,09;Zarina Diyas;;KAZ;21,94
Wuhan;2015-09-28;Kemény;5-7 6-1 6-3;Roberta Vinci;163;ITA;32,61;Danka Kovinic;;MNE;20,86
Wuhan;2015-09-28;Kemény;6-4 6-4;Elina Svitolina;174;UKR;21,04;Daniela Hantuchova;181;SVK;32,43
Wuhan;2015-09-28;Kemény;6-4 6-0;Varvara Lepchenko;180;USA;29,36;Saisai Zheng;;CHN;21,64
Wuhan;2015-09-28;Kemény;6-2 6-1;Mirjana Lucic;;CRO;33,56;Samantha Stosur;172;AUS;31,50
Wuhan;2015-09-28;Kemény;7-6(4) 6-3;Sloane Stephens;170;USA;22,52;Alison Riske;;USA;25,24
Wuhan;2015-09-28;Kemény;6-3 6-4;Madison Brengle;;USA;25,49;Dominika Cibulkova;161;SVK;26,40
Wuhan;2015-09-28;Kemény;6-1 6-3;Ana Ivanovic;183;SRB;27,89;Alexandra Dulgheru;;ROU;26,33
Wuhan;2015-09-28;Kemény;6-2 4-6 7-6(4);Madison Keys;178;USA;20,61;Magdalena Rybarikova;180;SVK;26,98
Wuhan;2015-09-28;Kemény;6-1 6-4;Kristina Mladenovic;184;FRA;22,37;Patricia Maria Tig;;ROU;21,17
Wuhan;2015-09-28;Kemény;6-4 6-4;Anna Karolina Schmiedlova;;SVK;21,04;Mariana Duque Marino;;COL;26,13
Wuhan;2015-09-28;Kemény;6-3 2-6 6-3;Jelena Jankovic;177;SRB;30,58;Heather Watson;170;GBR;23,36
Wuhan;2015-09-28;Kemény;2-6 6-2 7-5;Camila Giorgi;168;ITA;23,75;Tsvetana Pironkova;180;BUL;28,04
Wuhan;2015-09-28;Kemény;7-5 7-5;Belinda Bencic;;SUI;18,55;Ajla Tomljanovic;;CRO;22,39
Wuhan;2015-09-28;Kemény;6-7(4) 6-4 6-2;Caroline Garcia;;FRA;21,95;Sara Errani;164;ITA;28,42
Wuhan;2015-09-28;Kemény;6-2 2-6 6-3;Coco Vandeweghe;185;USA;23,81;Lesia Tsurenko;174;UKR;26,33
Wuhan;2015-09-28;Kemény;7-6(9) 6-2;Barbora Zahlavova Strycova;164;CZE;29,50;Timea Babos;179;HUN;22,38
Wuhan;2015-09-28;Kemény;6-2 6-1;Simona Halep;168;ROU;24,00;Anastasia Pavlyuchenkova;177;RUS;24,24
Wuhan;2015-09-28;Kemény;6-4 1-0 RET;Johanna Konta;;GBR;24,37;Victoria Azarenka;180;BLR;26,16
Wuhan;2015-09-28;Kemény;6-4 6-3;Venus Williams;185;USA;35,28;Julia Goerges;180;GER;26,90
Wuhan;2015-09-28;Kemény;5-7 6-3 6-4;Carla Suarez Navarro;162;ESP;27,07;Monica Niculescu;168;ROU;28,01
Wuhan;2015-09-28;Kemény;6-3 4-6 7-5;Petra Kvitova;183;CZE;25,56;Daria Gavrilova;;RUS;21,57
Wuhan;2015-09-28;Kemény;6-4 6-3;Roberta Vinci;163;ITA;32,61;Irina Camelia Begu;181;ROU;25,09
Wuhan;2015-09-28;Kemény;6-4 6-2;Elina Svitolina;174;UKR;21,04;Varvara Lepchenko;180;USA;29,36
Wuhan;2015-09-28;Kemény;7-6(4) 5-7 7-6(5);Karolina Pliskova;184;CZE;23,52;Mirjana Lucic;;CRO;33,56
Wuhan;2015-09-28;Kemény;6-2 6-0;Garbine Muguruza;182;ESP;21,97;Sloane Stephens;170;USA;22,52
Wuhan;2015-09-28;Kemény;6-0 6-3;Ana Ivanovic;183;SRB;27,89;Madison Brengle;;USA;25,49
Wuhan;2015-09-28;Kemény;7-5 1-6 6-2;Kristina Mladenovic;184;FRA;22,37;Madison Keys;178;USA;20,61
Wuhan;2015-09-28;Kemény;1-6 6-4 7-6(6);Anna Karolina Schmiedlova;;SVK;21,04;Caroline Wozniacki;177;DEN;25,22
Wuhan;2015-09-28;Kemény;6-4 2-6 6-2;Angelique Kerber;173;GER;27,69;Jelena Jankovic;177;SRB;30,58
Wuhan;2015-09-28;Kemény;6-2 RET;Camila Giorgi;168;ITA;23,75;Belinda Bencic;;SUI;18,55
Wuhan;2015-09-28;Kemény;6-3 6-7(4) 7-6(6);Coco Vandeweghe;185;USA;23,81;Caroline Garcia;;FRA;21,95
Wuhan;2015-09-28;Kemény;6-7(1) 7-6(4) 1-2 RET;Barbora Zahlavova Strycova;164;CZE;29,50;Maria Sharapova;;RUS;28,44
Wuhan;2015-09-28;Kemény;6-3 3-6 7-5;Johanna Konta;;GBR;24,37;Simona Halep;168;ROU;24,00
Wuhan;2015-09-28;Kemény;6-3 6-4;Venus Williams;185;USA;35,28;Carla Suarez Navarro;162;ESP;27,07
Wuhan;2015-09-28;Kemény;7-6(3) 6-2;Roberta Vinci;163;ITA;32,61;Petra Kvitova;183;CZE;25,56
Wuhan;2015-09-28;Kemény;2-6 6-4 6-4;Karolina Pliskova;184;CZE;23,52;Elina Svitolina;174;UKR;21,04
Wuhan;2015-09-28;Kemény;4-6 6-1 6-0;Garbine Muguruza;182;ESP;21,97;Ana Ivanovic;183;SRB;27,89
Wuhan;2015-09-28;Kemény;6-4 6-2;Anna Karolina Schmiedlova;;SVK;21,04;Kristina Mladenovic;184;FRA;22,37
Wuhan;2015-09-28;Kemény;6-2 6-4;Angelique Kerber;173;GER;27,69;Camila Giorgi;168;ITA;23,75
Wuhan;2015-09-28;Kemény;3-6 6-2 7-6(3);Coco Vandeweghe;185;USA;23,81;Barbora Zahlavova Strycova;164;CZE;29,50
Wuhan;2015-09-28;Kemény;6-4 3-6 7-5;Venus Williams;185;USA;35,28;Johanna Konta;;GBR;24,37
Wuhan;2015-09-28;Kemény;7-6(2) 6-3;Roberta Vinci;163;ITA;32,61;Karolina Pliskova;184;CZE;23,52
Wuhan;2015-09-28;Kemény;6-2 6-2;Garbine Muguruza;182;ESP;21,97;Anna Karolina Schmiedlova;;SVK;21,04
Wuhan;2015-09-28;Kemény;6-1 3-1 RET;Angelique Kerber;173;GER;27,69;Coco Vandeweghe;185;USA;23,81
Wuhan;2015-09-28;Kemény;5-7 6-2 7-6(4);Venus Williams;185;USA;35,28;Roberta Vinci;163;ITA;32,61
Wuhan;2015-09-28;Kemény;6-4 7-6(5);Garbine Muguruza;182;ESP;21,97;Angelique Kerber;173;GER;27,69
Wuhan;2015-09-28;Kemény;6-3 3-0 RET;Venus Williams;185;USA;35,28;Garbine Muguruza;182;ESP;21,97
Tashkent;2015-09-28;Kemény;6-3 6-1;Annika Beck;170;GER;21,61;Elizaveta Kulichkova;;RUS;19,46
Tashkent;2015-09-28;Kemény;6-2 6-1;Jana Cepelova;168;SVK;22,33;Sabina Sharipova;;UZB;21,07
Tashkent;2015-09-28;Kemény;6-2 6-4;Aleksandra Krunic;;SRB;22,54;Anett Kontaveit;;EST;19,76
Tashkent;2015-09-28;Kemény;4-6 6-2 7-5;Bojana Jovanovski;175;SRB;23,74;Jelena Ostapenko;;LAT;18,31
Tashkent;2015-09-28;Kemény;4-6 6-3 6-3;Aliaksandra Sasnovich;;BLR;21,52;Polona Hercog;182;SLO;24,69
Tashkent;2015-09-28;Kemény;6-4 6-4;Nao Hibino;;JPN;20,83;Anhelina Kalinina;;UKR;18,64
Tashkent;2015-09-28;Kemény;6-4 6-0;Kateryna Kozlova;;UKR;21,60;Klara Koukalova;166;CZE;33,59
Tashkent;2015-09-28;Kemény;6-2 7-6(5);Katerina Siniakova;;CZE;19,38;Paula Kania;;POL;22,89
Tashkent;2015-09-28;Kemény;7-5 6-3;Yaroslava Shvedova;180;KAZ;28,04;Cristina Andreea Mitu;;ROU;24,02
Tashkent;2015-09-28;Kemény;6-2 6-4;Evgeniya Rodina;;RUS;26,64;Urszula Radwanska;177;POL;24,81
Tashkent;2015-09-28;Kemény;6-4 6-0;Nigina Abduraimova;;UZB;21,23;Petra Martic;181;CRO;24,69
Tashkent;2015-09-28;Kemény;6-3 6-3;Johanna Larsson;174;SWE;27,11;Stefanie Voegele;170;SUI;25,55
Tashkent;2015-09-28;Kemény;7-6(2) 6-1;Margarita Gasparyan;;RUS;21,07;Alexandra Panova;;RUS;26,57
Tashkent;2015-09-28;Kemény;6-2 5-7 7-5;Anna Lena Friedsam;;GER;21,65;Elena Vesnina;176;RUS;29,16
Tashkent;2015-09-28;Kemény;6-3 1-6 6-3;Donna Vekic;;CRO;19,25;Kiki Bertens;182;NED;23,80
Tashkent;2015-09-28;Kemény;4-6 6-3 6-4;Carina Witthoeft;;GER;20,61;Kristyna Pliskova;;CZE;23,52
Tashkent;2015-09-28;Kemény;6-4 6-4;Annika Beck;170;GER;21,61;Jana Cepelova;168;SVK;22,33
Tashkent;2015-09-28;Kemény;6-4 6-3;Bojana Jovanovski;175;SRB;23,74;Aleksandra Krunic;;SRB;22,54
